seqn.,myunique_id,myanger_direction,Target,mydeveloper_comment,R11,R12,R31,R32,R51,R52,POS,DEP,Targets
34,2495101_1,self,I ,'I am an idiot this was a dupe of GUVNOR-84',,,,,,I ,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('an', 'DT'), ('idiot', 'NN'), ('this', 'DT'), ('was', 'VBD'), ('a', 'DT'), ('dupe', 'NN'), ('of', 'IN'), ('GUVNOR', 'NNP'), ('-', 'SYM'), ('84', 'CD'), (""'"", 'SYM')]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('cop', 5, 3), ('det', 5, 4), ('nsubj', 9, 6), ('cop', 9, 7), ('det', 9, 8), ('parataxis', 5, 9), ('case', 11, 10), ('nmod', 9, 11), ('dep', 11, 12), ('nummod', 11, 13), ('dep', 9, 14)]",I 
35,795658_1,self,I ,'oh ...geez I am an idiot.',,,,,,I ,"[(""'"", '``'), ('oh', 'UH'), ('...', ':'), ('geez', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('an', 'DT'), ('idiot', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('discourse', 8, 2), ('punct', 8, 3), ('mark', 8, 4), ('nsubj', 8, 5), ('cop', 8, 6), ('det', 8, 7), ('punct', 8, 9), ('punct', 8, 10)]",I 
36,520683_2,self,I ,'I did it wrong this time.',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('did', 'VBD'), ('it', 'PRP'), ('wrong', 'JJ'), ('this', 'DT'), ('time', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 3, 2), ('dep', 1, 3), ('nsubj', 5, 4), ('xcomp', 3, 5), ('det', 7, 6), ('obl:tmod', 3, 7), ('punct', 3, 8), ('punct', 3, 9)]",I 
37,878663_1,self,me,'Oh my stupid',,,,,,,"[(""'"", '``'), ('Oh', 'UH'), ('my', 'PRP$'), ('stupid', 'JJ'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('discourse', 4, 2), ('nmod:poss', 4, 3), ('punct', 4, 5)]",
38,376155_4,self,I ,'Am I doing something stupid here?',,,,,I ,,"[(""'"", '``'), ('Am', 'VBP'), ('I', 'PRP'), ('doing', 'VBG'), ('something', 'NN'), ('stupid', 'JJ'), ('here', 'RB'), ('?', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('aux', 4, 2), ('nsubj', 4, 3), ('obj', 4, 5), ('amod', 5, 6), ('advmod', 4, 7), ('punct', 4, 8), ('punct', 4, 9)]",
39,756748_2,self,me,'Aaarrggh how stupid of mine to have a System.out again!',,,,,,,"[(""'"", '``'), ('Aaarrggh', 'NN'), ('how', 'WRB'), ('stupid', 'JJ'), ('of', 'IN'), ('mine', 'PRP'), ('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('System.out', 'NN'), ('again', 'RB'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('advmod', 4, 3), ('acl:relcl', 2, 4), ('case', 6, 5), ('obl', 4, 6), ('mark', 8, 7), ('xcomp', 4, 8), ('det', 10, 9), ('obj', 8, 10), ('advmod', 8, 11), ('punct', 2, 12), ('punct', 2, 13)]",I 
40,2132543_1,self,I ,'Damn I forgot.',,,,,,,"[(""'"", '``'), ('Damn', 'JJ'), ('I', 'PRP'), ('forgot', 'VBD'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('advmod', 4, 2), ('nsubj', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",
41,137361_2,self,me,'This was a very bad bug introduced by me being an idiot.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('was', 'VBD'), ('a', 'DT'), ('very', 'RB'), ('bad', 'JJ'), ('bug', 'NN'), ('introduced', 'VBN'), ('by', 'IN'), ('me', 'PRP'), ('being', 'VBG'), ('an', 'DT'), ('idiot', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 7, 2), ('cop', 7, 3), ('det', 7, 4), ('advmod', 6, 5), ('amod', 7, 6), ('dep', 1, 7), ('aux', 13, 8), ('case', 10, 9), ('obl', 8, 10), ('cop', 13, 11), ('det', 13, 12), ('dep', 7, 13), ('punct', 7, 14), ('punct', 7, 15)]",
42,2120525_1,self,I ,'Crap forgot to verify that this is inconsistant with MRI it is not.',,,,,,it ,"[(""'"", '``'), ('Crap', 'NN'), ('forgot', 'VBD'), ('to', 'TO'), ('verify', 'VB'), ('that', 'IN'), ('this', 'DT'), ('is', 'VBZ'), ('inconsistant', 'JJ'), ('with', 'IN'), ('MRI', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 3, 2), ('dep', 1, 3), ('mark', 5, 4), ('xcomp', 3, 5), ('mark', 9, 6), ('nsubj', 9, 7), ('cop', 9, 8), ('ccomp', 5, 9), ('case', 11, 10), ('obl', 9, 11), ('nsubj', 14, 12), ('cop', 14, 13), ('parataxis', 9, 14), ('punct', 3, 15), ('punct', 3, 16)]",
43,305224_1,self,I ,'Swear to god I am not a total idiot.',,,,,,I ,"[(""'"", '``'), ('Swear', 'VB'), ('to', 'IN'), ('god', 'NN'), ('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('a', 'DT'), ('total', 'JJ'), ('idiot', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 2), ('punct', 2, 1), ('case', 4, 3), ('obl', 2, 4), ('nsubj', 10, 5), ('cop', 10, 6), ('advmod', 10, 7), ('det', 10, 8), ('amod', 10, 9), ('parataxis', 2, 10), ('punct', 2, 11), ('punct', 2, 12)]",it 
44,1024843_1,ob,Idiot-path,'Idiot Yeah I was on that idiot-path for a good while but commons-lang is a hairball at least where this hashcode making and equals is concerned.',,,,,,I ,"[(""'"", '``'), ('Idiot', 'NN'), ('Yeah', 'UH'), ('I', 'PRP'), ('was', 'VBD'), ('on', 'IN'), ('that', 'DT'), ('idiot', 'NN'), ('-', 'HYPH'), ('path', 'NN'), ('for', 'IN'), ('a', 'DT'), ('good', 'JJ'), ('while', 'NN'), ('but', 'CC'), ('commons', 'NNS'), ('-', 'HYPH'), ('lang', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('hairball', 'NN'), ('at', 'IN'), ('least', 'JJS'), ('where', 'WRB'), ('this', 'DT'), ('hashcode', 'NN'), ('making', 'VBG'), ('and', 'CC'), ('equals', 'VBZ'), ('is', 'VBZ'), ('concerned', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 10), ('punct', 10, 1), ('nsubj', 10, 2), ('discourse', 10, 3), ('nsubj', 10, 4), ('cop', 10, 5), ('case', 10, 6), ('det', 10, 7), ('compound', 10, 8), ('punct', 10, 9), ('case', 14, 11), ('det', 14, 12), ('amod', 14, 13), ('obl', 10, 14), ('cc', 21, 15), ('compound', 18, 16), ('punct', 18, 17), ('nsubj', 21, 18), ('cop', 21, 19), ('det', 21, 20), ('conj', 14, 21), ('case', 23, 22), ('obl', 31, 23), ('advmod', 27, 24), ('det', 26, 25), ('nsubj', 27, 26), ('acl:relcl', 23, 27), ('cc', 29, 28), ('conj', 27, 29), ('cop', 31, 30), ('dep', 21, 31), ('punct', 10, 32), ('punct', 10, 33)]",I 
45,367902_5,ob,That,'I did not know we needed to retain backwards config capability across 3.x to 4.x That sucks and it will make old code stick around longer.',,,,,it ,it ,"[(""'"", '``'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('know', 'VB'), ('we', 'PRP'), ('needed', 'VBN'), ('to', 'TO'), ('retain', 'VB'), ('backwards', 'RB'), ('config', 'NN'), ('capability', 'NN'), ('across', 'IN'), ('3.x', 'CD'), ('to', 'IN'), ('4.x', 'CD'), ('That', 'DT'), ('sucks', 'VBZ'), ('and', 'CC'), ('it', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('old', 'JJ'), ('code', 'NN'), ('stick', 'NN'), ('around', 'RB'), ('longer', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('dep', 1, 5), ('nsubj', 7, 6), ('dep', 5, 7), ('mark', 9, 8), ('xcomp', 7, 9), ('advmod', 12, 10), ('compound', 12, 11), ('obj', 9, 12), ('case', 14, 13), ('obl', 9, 14), ('case', 16, 15), ('obl', 9, 16), ('nsubj', 18, 17), ('dep', 9, 18), ('cc', 22, 19), ('nsubj', 22, 20), ('aux', 22, 21), ('conj', 5, 22), ('amod', 25, 23), ('compound', 25, 24), ('obj', 22, 25), ('advmod', 27, 26), ('advmod', 22, 27), ('punct', 5, 28), ('punct', 5, 29)]",I 
46,1687237_4,ob,digas.log,'Filling diags.log is bad mojo since it is never rotated.',,,,,,,"[(""'"", '``'), ('Filling', 'VBG'), ('diags.log', 'NN'), ('is', 'VBZ'), ('bad', 'JJ'), ('mojo', 'NN'), ('since', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('never', 'RB'), ('rotated', 'VBN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('amod', 3, 2), ('nsubj', 6, 3), ('cop', 6, 4), ('amod', 6, 5), ('mark', 11, 7), ('nsubj:pass', 11, 8), ('aux:pass', 11, 9), ('advmod', 11, 10), ('advcl', 6, 11), ('punct', 6, 12), ('punct', 6, 13)]",it it 
47,681152_1,ob,API,'I wholeheartedly agree this API is confusing as hell.',,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('wholeheartedly', 'RB'), ('agree', 'VBP'), ('this', 'DT'), ('API', 'NN'), ('is', 'VBZ'), ('confusing', 'VBG'), ('as', 'IN'), ('hell', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('nsubj', 4, 2), ('advmod', 4, 3), ('csubj', 8, 4), ('det', 6, 5), ('obj', 4, 6), ('aux', 8, 7), ('case', 10, 9), ('obl', 8, 10), ('punct', 8, 11), ('punct', 8, 12)]",
48,362807_1,ob,that,'Hmm that sucks.',,,,,,,"[(""'"", '``'), ('Hmm', 'UH'), ('that', 'DT'), ('sucks', 'VBZ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('discourse', 4, 2), ('nsubj', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",I 
49,1182528_1,ob,It,'This looks reasonable to me... sucks we have to special case handling of ' '...',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('looks', 'VBZ'), ('reasonable', 'JJ'), ('to', 'IN'), ('me', 'PRP'), ('...', ','), ('sucks', 'VBZ'), ('we', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('special', 'JJ'), ('case', 'NN'), ('handling', 'NN'), ('of', 'IN'), (""'"", '``'), (""'"", ""''""), ('...', ':'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 3, 2), ('dep', 1, 3), ('xcomp', 3, 4), ('case', 6, 5), ('obl', 3, 6), ('punct', 3, 7), ('aux', 10, 8), ('nsubj', 10, 9), ('parataxis', 3, 10), ('case', 14, 11), ('amod', 13, 12), ('compound', 14, 13), ('obl', 10, 14), ('case', 19, 15), ('punct', 19, 16), ('punct', 19, 17), ('punct', 19, 18), ('punct', 14, 19)]",
50,367677_1,ob,that,'Ugh well that sucks.',,,,,,,"[(""'"", '``'), ('Ugh', 'UH'), ('well', 'UH'), ('that', 'DT'), ('sucks', 'VBZ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('discourse', 5, 2), ('discourse', 5, 3), ('nsubj', 5, 4), ('punct', 5, 6), ('punct', 5, 7)]",
51,370394_4,ob,this,'This is bad.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('is', 'VBZ'), ('bad', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('cop', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",
52,807104_1,ob,maven,'Damn maven!',,,,,,,"[(""'"", '``'), ('Damn', 'JJ'), ('maven', 'NN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('amod', 3, 2), ('punct', 3, 4), ('punct', 3, 5)]",
53,1037141_1,ob,sed,'Original edited patch was messed up... stupid sed!',,,,,,,"[(""'"", '``'), ('Original', 'JJ'), ('edited', 'VBN'), ('patch', 'NN'), ('was', 'VBD'), ('messed', 'VBN'), ('up', 'RP'), ('...', 'NFP'), ('stupid', 'JJ'), ('sed', 'VBN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('amod', 4, 2), ('amod', 4, 3), ('nsubj:pass', 6, 4), ('aux:pass', 6, 5), ('dep', 1, 6), ('compound:prt', 6, 7), ('punct', 9, 8), ('xcomp', 6, 9), ('dep', 9, 10), ('punct', 6, 11), ('punct', 6, 12)]",
54,1460620_5,ob,you (jira co-reference),'Jira I wish you did not suck so much.',,,,,,,"[(""'"", '``'), ('Jira', 'NNP'), ('I', 'PRP'), ('wish', 'VBP'), ('you', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('suck', 'VB'), ('so', 'RB'), ('much', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('nsubj', 4, 2), ('nsubj', 4, 3), ('csubj', 8, 4), ('obj', 4, 5), ('aux', 8, 6), ('advmod', 8, 7), ('advmod', 10, 9), ('advmod', 8, 10), ('punct', 8, 11), ('punct', 8, 12)]",
55,1575811_3,ob,that,'That would suck.',,,,,,,"[(""'"", '``'), ('That', 'DT'), ('would', 'MD'), ('suck', 'VB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",
56,1217410_1,ob,Linux,'Ok wow welcome to Linux hell...',,,,,,,"[(""'"", '``'), ('Ok', 'UH'), ('wow', 'UH'), ('welcome', 'UH'), ('to', 'IN'), ('Linux', 'NNP'), ('hell', 'NNP'), ('...', ':'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('dep', 2, 3), ('dep', 2, 4), ('case', 7, 5), ('compound', 7, 6), ('obl', 2, 7), ('punct', 2, 8), ('punct', 2, 9)]",
57,306519_2,ob,my diff program,'I do not know how the hell my diff program decided to add seemingly random CR chars but I have removed them now.',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('how', 'WRB'), ('the', 'DT'), ('hell', 'NN'), ('my', 'PRP$'), ('diff', 'NN'), ('program', 'NN'), ('decided', 'VBD'), ('to', 'TO'), ('add', 'VB'), ('seemingly', 'RB'), ('random', 'JJ'), ('CR', 'NN'), ('chars', 'NNS'), ('but', 'CC'), ('I', 'PRP'), ('have', 'VBP'), ('removed', 'VBN'), ('them', 'PRP'), ('now', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('advmod', 12, 6), ('det', 8, 7), ('dep', 12, 8), ('nmod:poss', 11, 9), ('compound', 11, 10), ('nsubj', 12, 11), ('ccomp', 5, 12), ('mark', 14, 13), ('xcomp', 12, 14), ('advmod', 16, 15), ('amod', 18, 16), ('compound', 18, 17), ('obj', 14, 18), ('cc', 22, 19), ('nsubj', 22, 20), ('aux', 22, 21), ('conj', 12, 22), ('obj', 22, 23), ('advmod', 22, 24), ('punct', 5, 25), ('punct', 5, 26)]",
58,132669_2,ob,,'This way lies metadata hell.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('way', 'NN'), ('lies', 'VBZ'), ('metadata', 'NN'), ('hell', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('det', 3, 2), ('nsubj', 4, 3), ('compound', 6, 5), ('obj', 4, 6), ('punct', 4, 7), ('punct', 4, 8)]",
59,716082_59,ob,This (co-ref),'This is always a really bad way to design software.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('is', 'VBZ'), ('always', 'RB'), ('a', 'DT'), ('really', 'RB'), ('bad', 'JJ'), ('way', 'NN'), ('to', 'TO'), ('design', 'VB'), ('software', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 8, 2), ('cop', 8, 3), ('advmod', 8, 4), ('det', 8, 5), ('advmod', 7, 6), ('amod', 8, 7), ('dep', 1, 8), ('mark', 10, 9), ('acl', 8, 10), ('obj', 10, 11), ('punct', 8, 12), ('punct', 8, 13)]",
60,659090_1,ob,this,'Hmm ... this is quite bad.',,,,,,,"[(""'"", '``'), ('Hmm', 'UH'), ('...', ','), ('this', 'DT'), ('is', 'VBZ'), ('quite', 'RB'), ('bad', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('discourse', 7, 2), ('punct', 7, 3), ('nsubj', 7, 4), ('cop', 7, 5), ('advmod', 7, 6), ('punct', 7, 8), ('punct', 7, 9)]",
61,676102_5,ob,This (co-ref resolution),'This just seems really evil.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('just', 'RB'), ('seems', 'VBZ'), ('really', 'RB'), ('evil', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('advmod', 4, 3), ('advmod', 6, 5), ('xcomp', 4, 6), ('punct', 4, 7), ('punct', 4, 8)]",
62,1442549_8,ob,That (co-ref resolution),'That is bad.',,,,,,,"[(""'"", '``'), ('That', 'DT'), ('is', 'VBZ'), ('bad', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('cop', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",
63,2181040_11,ob,Debugging,'And debugging is hell because the test environment needs to have the exact same loader setup.',,,,,,,"[(""'"", '``'), ('And', 'CC'), ('debugging', 'NN'), ('is', 'VBZ'), ('hell', 'NN'), ('because', 'IN'), ('the', 'DT'), ('test', 'NN'), ('environment', 'NN'), ('needs', 'VBZ'), ('to', 'TO'), ('have', 'VB'), ('the', 'DT'), ('exact', 'JJ'), ('same', 'JJ'), ('loader', 'NN'), ('setup', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('cc', 5, 2), ('nsubj', 5, 3), ('cop', 5, 4), ('mark', 10, 6), ('det', 9, 7), ('compound', 9, 8), ('nsubj', 10, 9), ('advcl', 5, 10), ('mark', 12, 11), ('xcomp', 10, 12), ('det', 17, 13), ('amod', 17, 14), ('amod', 17, 15), ('compound', 17, 16), ('obj', 12, 17), ('punct', 5, 18), ('punct', 5, 19)]",
64,227345_1,ob,Recommendation,'the recommendation in the wiki is bad.',,,,,,,"[(""'"", '``'), ('the', 'DT'), ('recommendation', 'NN'), ('in', 'IN'), ('the', 'DT'), ('wiki', 'NN'), ('is', 'VBZ'), ('bad', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('det', 3, 2), ('nsubj', 8, 3), ('case', 6, 4), ('det', 6, 5), ('nmod', 3, 6), ('cop', 8, 7), ('punct', 8, 9), ('punct', 8, 10)]",
65,353052_1,ob,This autoboxing shit,'BTW This is one reason why I hate this autoboxing shit since Java 5. I would love to have a way to prevent it in code forbidden checks should detect this somehow.',,,,,I ,,"[(""'"", '``'), ('BTW', 'RB'), ('This', 'DT'), ('is', 'VBZ'), ('one', 'CD'), ('reason', 'NN'), ('why', 'WRB'), ('I', 'PRP'), ('hate', 'VBP'), ('this', 'DT'), ('autoboxing', 'NN'), ('shit', 'NN'), ('since', 'IN'), ('Java', 'NNP'), ('5', 'CD'), ('.', '.'), ('I', 'PRP'), ('would', 'MD'), ('love', 'VB'), ('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('way', 'NN'), ('to', 'TO'), ('prevent', 'VB'), ('it', 'PRP'), ('in', 'IN'), ('code', 'NN'), ('forbidden', 'VBN'), ('checks', 'NNS'), ('should', 'MD'), ('detect', 'VB'), ('this', 'DT'), ('somehow', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('advmod', 6, 2), ('nsubj', 6, 3), ('cop', 6, 4), ('nummod', 6, 5), ('advmod', 9, 7), ('nsubj', 9, 8), ('acl:relcl', 6, 9), ('det', 12, 10), ('compound', 12, 11), ('obj', 9, 12), ('case', 14, 13), ('obl', 9, 14), ('nummod', 14, 15), ('punct', 6, 16), ('ROOT', 0, 3), ('nsubj', 3, 1), ('aux', 3, 2), ('mark', 5, 4), ('xcomp', 3, 5), ('det', 7, 6), ('obj', 5, 7), ('mark', 9, 8), ('ccomp', 5, 9), ('obj', 9, 10), ('case', 14, 11), ('dep', 13, 12), ('amod', 14, 13), ('obl', 9, 14), ('aux', 16, 15), ('dep', 3, 16), ('obj', 16, 17), ('advmod', 16, 18), ('punct', 3, 19), ('ROOT', 0, 1)]",
66,2470534_1,ob,That,'That sucks why is not the escape mechanism working?',,,,,,,"[(""'"", '``'), ('That', 'DT'), ('sucks', 'VBZ'), ('why', 'WRB'), ('is', 'VBZ'), ('not', 'RB'), ('the', 'DT'), ('escape', 'NN'), ('mechanism', 'NN'), ('working', 'VBG'), ('?', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 3, 2), ('dep', 1, 3), ('advmod', 9, 4), ('cop', 9, 5), ('advmod', 9, 6), ('det', 9, 7), ('compound', 9, 8), ('ccomp', 3, 9), ('acl', 9, 10), ('punct', 3, 11), ('punct', 3, 12)]",I 
67,422120_1,ob,This/bug,'This is a pretty awful bug.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('pretty', 'RB'), ('awful', 'JJ'), ('bug', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('nsubj', 7, 2), ('cop', 7, 3), ('det', 7, 4), ('advmod', 6, 5), ('amod', 7, 6), ('punct', 7, 8), ('punct', 7, 9)]",
68,653972_4,ob,jar hell,'-1 to jar hell.',,,,,,,"[(""'"", '``'), ('-', 'HYPH'), ('1', 'CD'), ('to', 'IN'), ('jar', 'NN'), ('hell', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('punct', 3, 2), ('dep', 1, 3), ('case', 6, 4), ('compound', 6, 5), ('nmod', 3, 6), ('punct', 3, 7), ('punct', 3, 8)]",
69,193462_1,ob,This,'This really sucks!',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('really', 'RB'), ('sucks', 'VBZ'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('advmod', 4, 3), ('punct', 4, 5), ('punct', 4, 6)]",
70,1808616_1,ob,Maven (stupid maven),'Stupid Maven',,,,,,,"[(""'"", '``'), ('Stupid', 'JJ'), ('Maven', 'NNP'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('amod', 3, 2), ('punct', 3, 4)]",
71,484844_2,ob,Error (stupid error),'I always get the same stupid error.',,,,,I ,I ,"[(""'"", '``'), ('I', 'PRP'), ('always', 'RB'), ('get', 'VBP'), ('the', 'DT'), ('same', 'JJ'), ('stupid', 'JJ'), ('error', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('advmod', 4, 3), ('det', 8, 5), ('amod', 8, 6), ('amod', 8, 7), ('obj', 4, 8), ('punct', 4, 9), ('punct', 4, 10)]",
72,379645_2,ob,That/(bad) design,'Indeed that would be VERY bad design.',,,,,,,"[(""'"", '``'), ('Indeed', 'RB'), ('that', 'DT'), ('would', 'MD'), ('be', 'VB'), ('VERY', 'RB'), ('bad', 'JJ'), ('design', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('advmod', 8, 2), ('nsubj', 8, 3), ('aux', 8, 4), ('cop', 8, 5), ('advmod', 7, 6), ('amod', 8, 7), ('punct', 8, 9), ('punct', 8, 10)]",I I 
73,709675_2,ob,DLL hell,'I am starting to think of 'DLL Hell.'',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('starting', 'VBG'), ('to', 'TO'), ('think', 'VB'), ('of', 'IN'), (""'"", '``'), ('DLL', 'NNP'), ('Hell', 'NNP'), ('.', '.'), (""''"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('dep', 1, 4), ('mark', 6, 5), ('xcomp', 4, 6), ('case', 10, 7), ('punct', 10, 8), ('compound', 10, 9), ('obl', 6, 10), ('punct', 4, 11), ('punct', 4, 12)]",
74,1805685_2,ob,Thing,'I am currently trying to get it into AJDT dev builds but my git push is timing out damn thing!',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('currently', 'RB'), ('trying', 'VBG'), ('to', 'TO'), ('get', 'VB'), ('it', 'PRP'), ('into', 'IN'), ('AJDT', 'NNP'), ('dev', 'NN'), ('builds', 'VBZ'), ('but', 'CC'), ('my', 'PRP$'), ('git', 'NN'), ('push', 'NN'), ('is', 'VBZ'), ('timing', 'VBG'), ('out', 'RP'), ('damn', 'RB'), ('thing', 'NN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('dep', 1, 5), ('mark', 7, 6), ('xcomp', 5, 7), ('obj', 7, 8), ('case', 11, 9), ('compound', 11, 10), ('obl', 7, 11), ('dep', 5, 12), ('cc', 18, 13), ('nmod:poss', 16, 14), ('compound', 16, 15), ('nsubj', 18, 16), ('aux', 18, 17), ('conj', 12, 18), ('compound:prt', 18, 19), ('advmod', 21, 20), ('obj', 18, 21), ('punct', 5, 22), ('punct', 5, 23)]",
75,1575813_1,ob,Thrift,'Wow it is like Thrift is going out of their way to make life suck for us this month.',,,,,,,"[(""'"", '``'), ('Wow', 'UH'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('Thrift', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('out', 'IN'), ('of', 'IN'), ('their', 'PRP$'), ('way', 'NN'), ('to', 'TO'), ('make', 'VB'), ('life', 'NN'), ('suck', 'NN'), ('for', 'IN'), ('us', 'PRP'), ('this', 'DT'), ('month', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('discourse', 8, 2), ('nsubj', 8, 3), ('cop', 8, 4), ('mark', 8, 5), ('nsubj', 8, 6), ('aux', 8, 7), ('case', 12, 9), ('case', 12, 10), ('nmod:poss', 12, 11), ('obl', 8, 12), ('mark', 14, 13), ('xcomp', 8, 14), ('compound', 16, 15), ('obj', 14, 16), ('case', 18, 17), ('obl', 14, 18), ('det', 20, 19), ('obl:tmod', 14, 20), ('punct', 8, 21), ('punct', 8, 22)]",
76,2268304_1,ob,This,'This sucks badly.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('sucks', 'VBZ'), ('badly', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('advmod', 3, 4), ('punct', 3, 5), ('punct', 3, 6)]",
